Column 0;Auteur;Column 2;Titel;Column 4;AlterTitel;Column 6;Serie;Column 8;Uitgever;Jaren2;Type;Column 12;Code;Column 14;Onderwerp1;Column 16;Onderwerp2;Column 18;Inhoud;Column 20;InvoerDatum
4797;Slijkerman, K.J.;	;Het geslacht Coornneef te Rhoon, Poortugaal ..;	;;	;Geslachten van het Eiland IJsselmonde 6;	;;	0	1991	;naslagwerk;	;z479n;	;;	;Genealogie Coornneef, Koreneef, enz.;	;ïx;;NULL
4787;Slijkerman, K.J.;	;Het geslacht Nuchteren te Ridderkerk, Groote Lindt, ..;	;;	;Geslachten van het Eiland IJsselmonde 5;	;;	0	1991	;naslagwerk;	;z478n;	;;	;Genealogie Nuchteren, Nugeteren.;	;ïx;;NULL
4757;Domenici, D.;	;Mexico, Gids van Archeologische Bezienswaardigheden;	;;	;Gids van Archelogische Bezienswaardig..;	;Veltman Uitgevers;	0	0	;reisgids;	;z475n;	;;	;Teotihuacan, Tula, Veracruz, Xochicalco, Cholula, Cacaxtla, Monte Albán, Palenque, Yaxchilán, Copán, Tikal, Chichén Itzá;	;ix;;NULL
7472;Miller, T.;	;The Castles and the Crown (Spain 1451-1555);	;;	;;	;Victor Gollancz Ltd;	0	1963	;studie;	;b747e;	;Johanna de waanzinnige van Kastilië en Aragon, e.a.;	;Isabella I de katholieke van Kastilië, Ferdinand II van Aragon, Philips de schone van Oostenrijk, Enrique IV van Kastilië, Germaine van Foix;	;ïx;;NULL
4767;Herman, E.;	;Sex with Kings (500 Years of Adultery, Power, Rivalry..);	;;	;Sex with..;	;Harper Collins;	2004	2004	;studie;	;z476e;	;Louis XIV de zonnekoning van Frankrijk, e.a.;	;Karel II van Groot-Brittannië, Lodewijk XV van Frankrijk, August II de sterke van Polen, Frans Josef I van Oostenrijk, George II van Groot-Brittannië en Hannover, Wallis Warfield Simpson, Jeanne Antoinette Poisson, Madame de Pompadour, Nell Gwynn;	;ïx;;NULL
1604;Canning, J., e.a.;	;100 Great Kings, Queens and rulers of the world;	;;	;A Century Book;	;Souvenir Press;	0	1973	;biografieën;	;l160e;	;Frederik II van Hohenstaufen, Darius I de grote van Perzië, e.a.;	;Mehmed II van Turkije, Cleopatra VII van Egypte, Constantijn I de grote van Byzantium, Abd Al-Raman van Cordoba, Justinianus I van Byzantium, Willem I de zwijger van Oranje, Brian Boru van Ierland, Catharina II de grote van Rusland, Atilla de Hun;	;ïx!;;NULL
1614;Kent-Von Reibnitz, M. van;	;Crowned in a far country (Portraits of eight royal brides);	;Crowned in a far country;	;;	;Weidenfeld/Nicolson;	1986	1986	;biografieën;	;l161e;	;Catharina II de grote van Rusland, Leopoldina van Oostenrijk, e.a.;	;Maria Carolina van Oostenrijk, Eugénie de Montijo, Marie Antoinette van Oostenrijk, Alexandra van Denemarken, Dagmar van Denemarken, Frederik III van Pruisen, Ferdinand I van Sicilië, Pedro I van Brazilië, Lodewijk XVI van Frankrijk;	;ïx;;NULL
1657;Lebigre, A.;	;Liselotte van de Palts;	;;	;Hadewijch's Historische Reeks;	;Hadewijch;	1986	1990	;biografie;	;z165n;	;(Elisabeth Charlotte) Liselotte van De Palts;	;Filips I van Frankrijk-Orléans, Lodewijk XIV van Frankrijk, Karl Ludwig van De Palts, Filips II van Frankrijk-Orléans;	;ï;;NULL
1667;Zantwijk, R.;	;De oorlog tegen de goden (Azteekse kronieken over...);	;;	;;	;Meulenhoff;	0	1992	;studie;	;z166n;	;Hernando Cortés, Montezuma II van Mexico;	;Pedro de Alvarado, Axayacatzin van Mexico, Cacamatzin van Mexico, Cuauhtemoctzin van Mexico, Tequichpotzin van Mexico, Cuitlahuatzin van Mexico, Peter van Gent, Matlatzincatzin van Mexico;	;ïp;;NULL
1620;Driessen, H.;	;Tsaar Paul;	;Tsaar Paul;	;Passatemp Mini-Biografie;	;Jan Mets/Passatempo;	1994	1994	;korte biografie;	;p162n;	;Paul I van Rusland;	;Alexander I van Rusland, Catharina II de grote van Rusland;	;;;NULL
2014;Dziewanowski, M.K.;	;Alexander I: Russia's mysterious Tsar;	;;	;;	;Hippocrene Books;	1990	1990	;biografie;	;l201e;	;Alexander I van Rusland;	;Paul I van Rusland, Louise van Baden, Catharina II de grote van Rusland, Katharina Pawlowna van Rusland, Adam Czartoryski, Maria Feodorovna van Württemberg, Maria Naryshkin;	;x;;NULL
2024;Schreiber, H.;	;De Vandalen;	;Die Vandalen;	;;	;Meulenhoff;	1979	1980	;studie;	;l202n;	;Geiserik van de Vandalen, Hunerik van de Vandalen, e.a.;	;Gunderik van de Vandalen, Gunthamund van de Vandalen, Hilderik van de Vandalen, Godigisel van de Vandalen, Gelimer van de Vandalen, Thrasamund van de Vandalen, Eudoxia van Byzantium;	;x;;NULL
4022;Warner, M.;	;Keizerin op de drakentroon;	;;	;;	;Fibula-Van Dishoeck;	1972	0	;biografie;	;b402n;	;T'zu-hsi van China;	;Hsien-feng van China, T'ung-chih van China, Kung van China, Kuang-hsu van China, Tao-kuang van China, Ch'un van China, Ch'ing van China, Ch'ien-lung van China, T'ung Chih van China, Tuan van China, Te-ling van China, Nihuru van China, Alute van China;	;xi;;NULL
2017;Davies, N.;	;The Aztecs (A history);	;The Aztecs;	;;	;Univ. of Oklahoma P.;	1973	1989	;studie;	;z201e;	;Montezuma II van Mexico, Nezahualpilli van Texcoco, e.a.;	;Ahuitzotl van Mexico, Montezuma I van Mexico, Nezahualcoyotl v Texcoco, Tezozomoc v Azcapotzalco, Axayacatl van Mexico, Ixtlilxochitl van Texcoco, Tizoc van Mexico, Hernán Cortés;	;xï;;NULL
2027;Thomas, H.;	;The conquest of Mexico;	;The conquest of Mexico;	;;	;Pimlico;	1993	1994	;studie;	;z202e;	;Montezuma II van Mexico, Hernán Cortés, Cacama van Texcoco, e.a.;	;Cuauhtemoc van Mexico, Cuitlahuac van Mexico, Isabel van Mexico, Pedro de Alvarado, Nezahualcoyotl van Texcoco, Ahuitzotl van Mexico;	;xï;;NULL
2047;Wood, I.;	;The Merovingian kingdoms (450-751);	;The Merovingian kingdoms;	;;	;Longman;	1994	1994	;studie;	;z204e;	;Clovis I van Francië, Chilperic I van Soissons, e.a.;	;Brunhilde van de Visigoten, Fredegunde, Dagobert I van Francië, Sigibert I van Rheims, Chlothar II van Neustrië, Childebert II van Rheims, Childeric II van Francië, Clovis II van Neustrië, Balthilde, Chlothilde, Bilichilde, Radegonde, Karel Martel;	;xp;;NULL
4012;Zacks, R.;	;History laid bare (Love, sex and perversity from the...);	;History laid bare;	;;	;Harper Collins;	1994	1994	;studie;	;b401e;	;Ibrahim I van Turkije, Napoleon I van Frankrijk, Casanova, e.a.;	;Caligula van Rome, Hendrik VIII van Engeland, Heliogabalus van Rome, paus Clemens VI, Nero van Rome, Jacobus I van Engeland en Schotland, Tiberius van Rome, Theodora van Byzantium, Gilles de Rais, Jeanne d'Arc, Wolfgang Mozart, Hendrik VII van Engeland;	;;;NULL
2007;Morris, I.;	;De prins van het licht (Hofleven in het ... Japan);	;The world of the shining prince;	;;	;Kosmos;	1964	1989	;studie;	;z200n;	;Fujiwara no Michinaga, Ichiteo van Japan, Murasaki Shikibu, e.a.;	;Fujiwara no Akiko, Fujiwara no Sadako, Fujiwara no Korechika, Sanjo van Japan, Go-Suzaku van Japan;	;x;;NULL
2004;Cordfunke, E.H.P.;	;Gravinnen van Holland (Huwelijk en huwelijkspolitiek...);	;Gravinnen van Holland;	;;	;De Walburg Pers;	1987	1987	;biografieën;	;l200n;	;Liutgard van Luxemburg, Machteld van Brabant, Aleid van Gelre, e.a.;	;Geertruid van Saksen, Beatrijs van Vlaanderen, Elisabeth van Engeland, Ada van Schotland, Hildegard van Vlaanderen, Maria van Brabant, Aleid van Kleef, Willem II van Holland, Floris V van Holland, Willem I van Holland, Dirk VII van Holland;	;xï;;NULL
4002;Grote, H.;	;Stammtafeln (mit Anhang Calendarium Medii Aevi);	;Stammtafeln;	;;	;Zentralantiquariat;	1877	1990	;naslagwerk;	;b400d;	;stambomen;	;;	;;;NULL
4042;;	;Onsterfelijke vrouwen 3;	;;	;Onsterfelijke vrouwen 3;	;Spaarnestad;	1970	1970	;biografieën;	;b404n;	;Sissi van Beieren, Elisabeth I van Engeland, e.a.;	;Helena van Byzantium, Gabriëlle d'Estrées, Anne de Pisseleu d'Etampes, Helena van Troje, Frans Jozef I van Oostenrijk, Frans I van Frankrijk, Hendrik IV van Frankrijk, Constantijn I de grote van Rome;	;i;;NULL
2010;El-Fers, M.;	;Mehmed VI (De laatste sultan);	;Mehmed VI;	;Passatempo mini-biografie;	;Jan Mets/Passatempo;	1991	1991	;biografie;	;p201n;	;Mehmed VI van Turkije;	;Abdül Hamid II van Turkije, Mehmed V van Turkije, Abdül Mecid van Turkije, Wilhelm II van Duitsland, Napoleon III van Frankrijk;	;;;NULL
2087;Dekkers, M.;	;Lief dier (Over bestialiteit);	;Lief dier;	;;	;Contact;	1992	1994	;studie;	;z208n;	;;	;Jan III Sobieski van Polen, Lodewijk van Gonzaga, Frederik II van Hohenstaufen, Victoria van Groot-Brittannië, Charles-Louis de Montesquieu;	;xï;;NULL
4032;Behr, E.;	;De laatste keizer van China was een kind;	;The last Emperor;	;;	;A.W. Bruna & Zoon;	1987	1987	;roman;	;b403n;	;Pu Yi van China;	;;	;;;NULL
2020;Morris, Ch.;	;The Tudors;	;The Tudors;	;British Monarchy Series III;	;Fontana / Collins;	1955	1976	;biografieën;	;p202e;	;Hendrik VIII van Engeland, Elisabeth I van Engeland, e.a.;	;Hendrik VII van Engeland, Maria I de bloedige van Engeland, Edward VI van Engeland, Catharina van Aragon, Elisabeth van Engeland-York, Anna van Kleef, Jane Grey van Engeland, Anne Boleyn, Jane Seymour, Filips II van Spanje;	;xï;;NULL
2057;Linklater, E.;	;The Royal House of Scotland;	;The Royal House of Scotland;	;;	;Sphere Books;	1970	1972	;studie;	;z205e;	;Robert I the Bruce van Schotland, Jacobus IV van Schotland, e.a.;	;Jacobus I van Schotland, Karel I van Groot-Brittannië, Robert II van Schotland, Karel II van Groot-Brittannië, Jacobus I van Engeland en Schotland, Jacobus III van Schotland, Jacobus V van Schotland, Jacobus II van Groot-Brittannië;	;xï;;NULL
6272;Reifenscheid, R.;	;Die Habsburger in Lebensbildern (Von Rudolf I bis Karl I);	;Die Habsburger in Lebensbildern;	;In Lebensbildern;	;Diederichs;	1982	2000	;biografieën;	;b627d;	;Rudolf II van Oostenrijk, Karel V van Oostenrijk, e.a.;	;Ferdinand IV van Oostenrijk, Maria Theresia van Oostenrijk, Jozef II van Oostenrijk, Frans Jozef I van Oostenrijk, Leopold I van Oostenrijk, Ernst de IJzeren van Oostenrijk, Maximiliaan I van Oostenrijk, Frans II van Oostenrijk, Karel VI van Oostenrijk;	;xïh;;NULL
3927;Fulford, R.;	;Royal Dukes (The father and uncles of Queen Victoria);	;Royal Dukes;	;Classic Biography;	;Penguin Books;	1933	0	;biografieën;	;z392e;	;Edward van Groot-Brittannië, hertog van Kent, e.a.;	;George IV van Groot-Brittannië, Willem IV van Groot-Brittannië, Ernst August I van Hannover, Frederik van Groot-Brittannië, hertog van York, Augustus van Groot-Brittannië, hertog van Sussex, Adolphus van Groot-Brittannië, hertog van Cambridge;	;xï;;NULL
3084;Soissons, Cnt. de;	;Six Great Princesses;	;Six Great Princesses;	;;	;Holden & Hardingham;	0	0	;biografieën;	;l308e;	;Marie Louise Elisabeth van Frankrijk-Orléans, e.a.;	;Filips II van Frankrijk-Orléans, Louise Elisabeth van Frankrijk-Orléans, Luis I van Spanje, Charlotte Aglaé van Frankrijk-Orléans, Louise Adelaïde van Frankrijk-Orléans, Karel van Frankrijk, hertog van Berry, Louise Diana van Frankrijk-Orléans;	;ï;;NULL
3094;Mayne, E.C.;	;The romance of Monaco and its rulers;	;The romance of Monaco and its rulers;	;;	;John Lane Company;	0	1910	;biografieën;	;l309e;	;Albert I van Monaco, Charlotte de Gramont, e.a.;	;Rainier I Grimaldi, Honoré III van Monaco, Louis I van Monaco, Honoré V van Monaco, Claudine Grimaldi van Monaco, Lucien Grimaldi, Floristan I van Monaco, Honoré II van Monaco, Alice Heine;	;xï;;NULL
6282;Nöhbauer, H.F.;	;Die Wittelsbacher (Europäische Dynastie, deutsche Chronik);	;Die Wittelsbacher;	;;	;Scherz;	1979	1979	;biografieën;	;b628d;	;Willem IV van Beieren, Ludwig I van Beieren, e.a.;	;Ludwig II van Beieren, Otto I van Beieren, Karel VII Albrecht van Beieren, Ludwig IV de Beier van Duitsland, Max II Emanuel van Beieren, Ferdinand Maria van Beieren, Max II van Beieren, Max I Joseph van Beieren, Karl Theodor van Beieren;	;xiv;;NULL
6292;Praetorius, R.J.;	;Wittelsbacher Prinzessinnen auf fremden Thronen;	;Wittelsbacher Prinzessinnen auf fremden Thronen;	;Historische Novellen;	;Rosenheimer Verlaghaus;	0	0	;biografieën;	;b629d;	;Maria Anna van Beieren, Jacoba van Beieren, e.a.;	;Isabeau van Beieren, Charlotte van Beieren, Frans II van Oostenrijk, Violante van Beieren, Ferdinand de' Medici, Mechthilde van Beieren, Elisabeth van Beieren, Friedrich Wilhelm IV van Pruissen, Karel VI van Frankrijk, Otto IV van Brunswijk;	;   b;;NULL
4077;Dennis, A.;	;Don Juan of Austria (The Imperial Bastard);	;Don Juan of Austria;	;;	;Madrid;	1966	1966	;biografie;	;z407e;	;Don Juan van Oostenrijk, "Jéromin";	;Karel V van Oostenrijk, Filips II van Spanje, Don Carlos van Spanje, Barbara Blomberg;	;;;NULL
4067;Marshall, R.K.;	;The Days of Duchess Anne (Life in the household of..);	;The Days of Duchess Anne;	;;	;Tuckwell Press;	1973	2000	;biografie;	;z406e;	;Anne Hamilton, William Douglas;	;James Hamilton, Anna Cunningham, Anne Spencer, Charles Hamilton, Mary Feilding, Margaret Hamilton, John Hamilton, George Hamilton of Orkney, Elizabeth Gerard, Archibald Hamilton, Basil Hamilton;	;ix;;NULL
6302;Lauts, J.;	;Karoline Luise von Baden (Ein Lebensblid aus der Zeit..);	;Karoline Luise von Baden;	;;	;Verlag C.F. Müller;	0	1980	;biografie;	;b630d;	;Karoline Luise van Hessen-Darmstadt;	;Karl Friedrich van Baden-Durlach, Ludwig VIII van Hessen-Darmstadt, Ludwig IX van Hessen-Darmstadt, Karl Ludwig van Baden-Durlach, Amalie van Hessen-Darmstadt, Friedrich van Baden-Durlach;	;ïx;;NULL
6312;Jordan, R.;	;Sophie Dorothea;	;Sophie Dorothea;	;;	;Constable London;	0	1971	;biografie;	;b631e;	;Sophie Dorothea van Brunswijk-Lüneburg;	;George I van Groot-Brittannië, George Willem van Brunswijk-Lüneburg, Sophia van De Palts, Ernst August van Hannover, Eleonore d'Olbreuse, George II van Groot-Brittannië, Sophie Dorothea van Hannover;	;ïx;;NULL
6322;Weissensteiner, F.;	;Liebeshimmel und Ehehöllen (Heiraten zwischen Habsburgern..);	;Liebeshimmel und Ehehöllen;	;;	;Friedrich Pustet Syria;	0	1999	;biografieën;	;b632d;	;Karel VII Albrecht van Beieren, Frans II van Oostenrijk, e.a.;	;Max II Emanuel van Beieren, Maria Antonia van Spanje, Sissi van Beieren, Franz Karl van Oostenrijk, Sophie van Beieren, Luitpold van Beieren, Gisela van Oostenrijk, Maximiliaan I van Beieren, Maria Therese van Oostenrijk-Este;	;xï;;NULL
4087;Ignasiak, D.;	;Die Fürstenhäuser Thüringens (in Sage und Geschichte);	;Die Fürstenhäuser Thüringens;	;Mitteldeutsche Miniaturen;	;quartus-Verlag;	0	2000	;verhalen;	;z408d;	;Günther XXI van Schwarzburg, e.a.;	;Johan de bestendige van Saksen, Friedrich de wijze van Saksen, Wilhelm IV van Henneberg, Sibylle van Kleef, Günther XL de rijke van Schwarzburg, Ernst de vrome van Saksen, Johan Friedrich I van Saksen, Moritz van Saksen, Ernst August van Saksen-Weimar;	;ïx;;NULL
4047;Thiele, A.;	;Erzählende genealogische Stammtafeln zur europäischen Gesch.;	;Die Britische peerage, ein Auszug;	;Erzählende genealogische Stammt. IV;	;Fischer Verlag;	1996	1996	;naslagwerk;	;z404d;	;Hamilton, Spencer, Queensberry, e.a.;	;;	;;;NULL
3104;Schwennicke, D.;	;Europäische Stammtafeln III-3 (Stammtafeln zur Geschichte..);	;Andere Grosse Europäische Familien;	;Europäische Stammtafeln Neue Folge III-3;	;J.A. Stargardt;	0	1985	;naslagwerk;	;l310d;	;Cyprus, Kastilië, Aragon, Navarra, e.a.;	;;	;;;NULL
6332;Bayern, A. von;	;Als die Residenz noch Residenz war;	;Als die Residenz noch Residenz war;	;;	;Prestel;	1967	1982	;biografieën;	;b633d;	;Max II Emanuel van Beieren, e.a.;	;Ferdinand Maria van Beieren, Max I Joseph van Beieren, Ludwig II van Beieren, Max II van Beieren, Karel VII Albrecht van Beieren, Karl Theodor van De Palts, Maximiliaan III Joseph van Beieren, Maximiliaan I van Beieren, Ludwig III van Beieren;	;ix;;NULL
4037;Thiele, A.;	;Erzählende genealogische Stammtafeln zur europäischen Gesch.;	;Westeuropa;	;Erzählende genealogische Stammt. II 1;	;R.G. Fischer Verlag;	1993	2001	;naslagwerk;	;z403d;	;Capet, Vlaanderen, Navarra, Stuart, e.a.;	;Oranje, Gelre, Henegouwen, Kastilië, Wessex, Holland, Limburg, Tudor, Aquitanië, Blois-Champagne, Toulouse;	;;;NULL
4057;Thiele, A.;	;Erzählende genealogische Stammtafeln zur europäischen Gesch.;	;Europäische Ergänzungsband;	;Erzählende genealogische Stammt. III;	;R.G. Fischer Verlag;	1994	2001	;naslagwerk;	;z405d;	;Osmanen, Foix, Borgia, Osmanen, e.a.;	;Fürstenberg, Erbach, Albret, Este, Bentheim, Leiningen, Egmond, Gonzaga, Ptolemeeën, Seleuciden, Longobarden, Epiros;	;x;;NULL
6352;Bayern, L. von;	;Das Geheime Tagebuch Koenig Ludwigs II von Bayern;	;;	;;	;Nymphenburger;	1986	2000	;dagboek;	;b635d;	;Ludwig II van Beieren;	;;	;ï;;NULL
4097;Fussenegger, G.;	;Herrscherinnen (Neun Frauenleben, die Geschichte machen);	;;	;;	;Goldmann;	1991	0	;biografieën;	;z409d;	;Maria Theresia van Oostenrijk, e.a.;	;Victoria van Groot-Brittannië, Anna Iwanowna van Rusland, Elisabeth I van Rusland, Katharina I van Rusland, Peter I de grote van Rusland, Catharina II de grote van Rusland;	;ï;;NULL
2490;Peper, R.;	;Russisch Blauw;	;;	;;	;Pandora;	1995	2000	;roman;	;p249n;	;Alexej van Rusland, e.a.;	;;	;;;NULL
2077;Priestley, J.B.;	;The prince of pleasure (and his regency 1811-20);	;The prince of pleasure;	;;	;Sphere Books;	1969	1971	;studie;	;z207e;	;George IV van Groot-Brittannië;	;George III van Groot-Brittannië, Caroline van Brunswijk-Wolffenbüttel, Charlotte van Mecklenburg-Strelitz, Charlotte van Engeland, George Gordon Noel Byron, Arthur Wellesley van Wellington, Willem IV van Groot-Brittannië;	;ix;;NULL
4052;Plaidy, J.;	;The revolt of the eaglets;	;The revolt of the eaglets;	;The Plantagenet sage (II);	;Book Club Associates;	1977	1978	;roman;	;b405e;	;Richard I leeuwenhart van Engeland;	;Jan zonder land van Engeland, Eleonora van Aquitanië, Hendrik II van Engeland, Geoffrey van Engeland en Bretagne, Hendrik de jonge van Engeland, 'John lackland';	;r;;NULL
2034;;	;Licht in het oosten 1000-1100;	;;	;Time-life wereldgeschiedenis 1000-1100;	;Time-life boeken;	1989	1992	;studie;	;l203n;	;Rajaraja van Chola, Tghril Beg van de Seldjoeken, e.a.;	;Willem I de veroveraar van Engeland, Vladimir I van Kiev, Harold II Godwinson van Wessex, Harald III Hårdråde van Noorwegen, Hendrik IV van Duitsland, Alp Arslan van de Seldjoeken, Malik-sjah van de Seldjoeken, Basileus II van Byzantium, Gregorius VII;	;xi;;NULL
2044;;	;De kruistochten 1100-1200;	;;	;Time-life wereldgeschiedenis 1100-1200;	;Time-life boeken;	1989	1989	;studie;	;l204n;	;Alexius I van Byzantium, Godfried van Bouillon, Saladin, e.a.;	;Jayavarman VII van Cambodja, Frederik I van Duitsland, Bohemund van Tarente, Kilij Arslan van Rum, Kyanzittha van Birma, Prithvi Raj van Delhi, Muizz al-Din Muhammad, Raimond VI van Toulouse, Richard I leeuwenhart van Engeland, Qutb al-Din Aybak;	;xi;;NULL
2054;;	;De Mongoolse veroveraars 1200-1300;	;;	;Time-life wereldgeschiedenis 1200-1300;	;Time-life boeken;	1989	1989	;studie;	;l205n;	;Djenghis Khan, Frederik II van Hohenstaufen, Batu Khan, e.a.;	;Edward I van Engeland, Baibars van Egypte, Go-Shirakawa van Japan, Khubilai Khan, Lodewijk IX van Frankrijk, Filips II Augustus van Frankrijk, Hendrik III van Engeland, Ögödei Khan, Masako Minamoto;	;xi;;NULL
2097;Cohat, Y.;	;De Vikingen, heersers der zee;	;Les Vikings, rois des mers;	;Fibula Pharos;	;Fibula;	1987	1990	;studie;	;z209n;	;Alfred de grote van Wessex, Harald III Hårdråde van Noorwegen, e.a.;	;Karel de grote van Frankenland, Willem I de veroveraar van Engeland en Normandië, Erik de rode, Snorri Sturluson;	;ix;;NULL
2050;Phillips, G. & Keatman, M.;	;King Arthur (The true story);	;King Arthur (The true story);	;;	;Arrow;	1993	1992	;studie;	;p205e;	;Koning Arthur, Owain Ddantgwyn van Gwynedd;	;Enauwn Yrth van Gwynned, Mælgwyn van Gwynedd, Cerdic van Wessex, Cuneda van Gwynedd, Cadwallon Lawhir van Gwynedd, Vortigern;	;xï;;NULL
2030;Tuchman, B.W.;	;The first salute (A view of the American Revolution);	;;	;;	;Cardinal;	1959	1989	;studie;	;p203e;	;George Washington, Johannes de Graaff, John Adams, e.a.;	;Marie Joseph de Lafayette, John Montagu Sandwich, George III van Groot-Brittannië, Charles Cornwallis, Samuel Barrington, Henry Clinton, Herman Colenbrander, François Joseph Grasse, Thomas Graves, Samuel Hood;	;xï;;NULL
2107;Aubrey, J.;	;Brief lives (A modern English version);	;Brief lives;	;;	;The Boydell Press;	0	1982	;biografieën;	;z210e;	;John Aubrey, William Aubrey, Kenelm Digby, Desiderius Erasmus, e.a.;	;Walter Raleigh, Francis Bacon, Thomas More, William Shakespeare, Robert Moray, Edmund Spenser, Henry Blount, William Penn, Richard Boyle van Cork, Lucius Cary, Geoffrey Chaucer, Edmund Halley, Philip Herbert van Pembroke;	;;;NULL
4082;Grimberg, C., e.a.;	;Wereldgeschiedenis 5: Volksverhuizingen, Byzantium...;	;Världhistoria 5;	;Grote geïllustreerde wereld geschiedenis;	;Amsterdam Boek;	0	0	;naslagwerk;	;b408n;	;Constantijn I de grote van Rome, Clovis I van Francië, e.a.;	;Theodorik de grote van de Oostgoten, Commodus van Rome, paus Gregorius VII, Karel de grote van Frankenland, Hendrik IV van Duitsland, Karel Martel, Alfred de grote van Wessex, Julianus de afvallige van Rome, Otto II van Duitsland;	;iu;;NULL
